ID Description GeneRatio BgRatio pvalue p.adjust qvalue geneID Count
GO:2001032 "regulation of double-strand break repair via nonhomologous end joining" 4/327 30/22215 9.33662960101643e-4 0.01252879742903193 0.01044179753173795 209200/71890/235587/80285 4
GO:0002396 "MHC protein complex assembly" 3/327 14/22215 0.0010197777511141309 0.013630493956820765 0.011359977600475689 12010/21356/213233 3
GO:1901657 "glycosyl compound metabolic process" 6/327 78/22215 0.0010253126233560263 0.013650730808994939 0.01137684347401857 224794/11605/17939/18950/22271/22436 6
GO:1902186 "regulation of viral release from host cell" 4/327 31/22215 0.001059664416406339 0.014052971459763754 0.011712080391859536 319236/20821/20128/209387 4
GO:0042267 "natural killer cell mediated cytotoxicity" 6/327 80/22215 0.0011705388383586146 0.015462954693492204 0.012887193927945753 93694/14991/75234/20723/21354/21355 6
GO:0009119 "ribonucleoside metabolic process" 4/327 32/22215 0.0011971348792311934 0.0157529957945345 0.01312892107455507 224794/18950/22271/22436 4
GO:0002730 "regulation of dendritic cell cytokine production" 3/327 15/22215 0.001260885783280827 0.016464258593224645 0.013721704394570296 69550/230073/142980 3
GO:0009155 "purine deoxyribonucleotide catabolic process" 3/327 15/22215 0.001260885783280827 0.016464258593224645 0.013721704394570296 18950/56045/22436 3
GO:0042269 "regulation of natural killer cell mediated cytotoxicity" 5/327 55/22215 0.0012763167223252259 0.016601897594996712 0.013836416009720536 93694/14991/20723/21354/21355 5
GO:0051260 "protein homooligomerization" 9/327 177/22215 0.0012821576314321274 0.01661421816302318 0.01384668426391948 12010/229898/69146/16518/74568/71701/672511/56045/21817 9
GO:0036037 "CD8-positive, alpha-beta T cell activation" 4/327 33/22215 0.0013466176893906388 0.017251951152759317 0.01437818609367244 60533/15216/16362/12703 4
GO:0070266 "necroptotic process" 4/327 33/22215 0.0013466176893906388 0.017251951152759317 0.01437818609367244 74568/268749/142980/58203 4
GO:0095500 "acetylcholine receptor signaling pathway" 4/327 33/22215 0.0013466176893906388 0.017251951152759317 0.01437818609367244 110454/17067/17069/57248 4
GO:0045766 "positive regulation of angiogenesis" 9/327 179/22215 0.0013862350487285667 0.017626471874282713 0.014690320563699536 73230/80898/14824/18186/101540/20848/21825/142980/21937 9
GO:1904018 "positive regulation of vasculature development" 9/327 179/22215 0.0013862350487285667 0.017626471874282713 0.014690320563699536 73230/80898/14824/18186/101540/20848/21825/142980/21937 9
GO:0002228 "natural killer cell mediated immunity" 6/327 83/22215 0.0014172907908153946 0.017954112816486064 0.014963384311515242 93694/14991/75234/20723/21354/21355 6
GO:0016485 "protein processing" 11/327 255/22215 0.001478753294987834 0.01866307597205835 0.01555425105430365 12018/50909/667277/12362/12364/12363/12369/15951/226691/67759/21825 11
GO:1900015 "regulation of cytokine production involved in inflammatory response" 5/327 57/22215 0.001499924324471532 0.018860159561410562 0.01571850520147945 11815/229898/171095/17874/20848 5
GO:0070269 pyroptosis 4/327 34/22215 0.001508654440901001 0.01889993294043874 0.015751653280799728 12362/12363/69146/58203 4
GO:0002371 "dendritic cell cytokine production" 3/327 16/22215 0.0015350271196466624 0.019159621585295657 0.01596808396907983 69550/230073/142980 3
GO:0035710 "CD4-positive, alpha-beta T cell activation" 7/327 115/22215 0.00158462489014643 0.019706232608231247 0.016423642586133037 60533/381409/16362/58185/12703/20848/27060 7
GO:0002715 "regulation of natural killer cell mediated immunity" 5/327 58/22215 0.00162194119035337 0.019951051961049605 0.016627680853050567 93694/14991/20723/21354/21355 5
GO:0032757 "positive regulation of interleukin-8 production" 5/327 58/22215 0.00162194119035337 0.019951051961049605 0.016627680853050567 230073/17874/101540/20848/142980 5
GO:0043330 "response to exogenous dsRNA" 5/327 58/22215 0.00162194119035337 0.019951051961049605 0.016627680853050567 230073/71586/20846/72512/142980 5
GO:0050829 "defense response to Gram-negative bacterium" 7/327 116/22215 0.001665566208809254 0.02041370858811342 0.017013269881357682 12010/12362/69146/16145/60440/15944/17476 7
GO:0006958 "complement activation, classical pathway" 4/327 35/22215 0.0016837842405892864 0.0204158839171451 0.017015082852270682 50909/667277/50908/317677 4
GO:0031342 "negative regulation of cell killing" 4/327 35/22215 0.0016837842405892864 0.0204158839171451 0.017015082852270682 93694/20723/21354/21355 4
GO:1905145 "cellular response to acetylcholine" 4/327 35/22215 0.0016837842405892864 0.0204158839171451 0.017015082852270682 110454/17067/17069/57248 4
GO:0070265 "necrotic cell death" 5/327 59/22215 0.0017510917635011783 0.021156428957603203 0.01763227068848536 12362/74568/268749/142980/58203 5
GO:0050730 "regulation of peptidyl-tyrosine phosphorylation" 11/327 262/22215 0.0018309964095509816 0.022043378760374405 0.01837147573300873 14165/14178/14600/16168/76527/16362/18186/547253/80285/12703/21937 11
GO:1905144 "response to acetylcholine" 4/327 36/22215 0.0018725430056824705 0.022463899308452252 0.01872194755169976 110454/17067/17069/57248 4
GO:0002534 "cytokine production involved in inflammatory response" 5/327 60/22215 0.0018876216123682524 0.02256505413376837 0.018806252387123284 11815/229898/171095/17874/20848 5
GO:0002701 "negative regulation of production of molecular mediator of immune response" 4/327 37/22215 0.0020754627981090456 0.024381301728651248 0.020319956296911725 69550/15216/235587/110213 4
GO:0007435 "salivary gland morphogenesis" 4/327 37/22215 0.0020754627981090456 0.024381301728651248 0.020319956296911725 14165/14178/18186/21817 4
GO:0019076 "viral release from host cell" 4/327 37/22215 0.0020754627981090456 0.024381301728651248 0.020319956296911725 319236/20821/20128/209387 4
GO:0035890 "exit from host" 4/327 37/22215 0.0020754627981090456 0.024381301728651248 0.020319956296911725 319236/20821/20128/209387 4
GO:0035891 "exit from host cell" 4/327 37/22215 0.0020754627981090456 0.024381301728651248 0.020319956296911725 319236/20821/20128/209387 4
GO:0050731 "positive regulation of peptidyl-tyrosine phosphorylation" 9/327 190/22215 0.0020868447367751787 0.024430475452937007 0.020360938847374516 14165/14178/14600/16168/76527/18186/547253/80285/21937 9
GO:0009200 "deoxyribonucleoside triphosphate metabolic process" 3/327 18/22215 0.0021885475445310495 0.025272513311846642 0.021062713210524383 22169/18950/56045 3
GO:0060416 "response to growth hormone" 3/327 18/22215 0.0021885475445310495 0.025272513311846642 0.021062713210524383 14600/16362/20848 3
GO:0097202 "activation of cysteine-type endopeptidase activity" 3/327 18/22215 0.0021885475445310495 0.025272513311846642 0.021062713210524383 12018/15951/226691 3
GO:1900225 "regulation of NLRP3 inflammasome complex assembly" 3/327 18/22215 0.0021885475445310495 0.025272513311846642 0.021062713210524383 229898/17874/20128 3
GO:0009117 "nucleotide metabolic process" 15/327 438/22215 0.0022669394455150276 0.025947322996876052 0.021625115639284653 22169/209176/59027/54369/74167/246730/23962/236900/18950/20135/56045/20848/22040/22271/22436 15
GO:0002532 "production of molecular mediator involved in inflammatory response" 6/327 91/22215 0.002269913086913752 0.025947322996876052 0.021625115639284653 11815/229898/14824/171095/17874/20848 6
GO:1903321 "negative regulation of protein modification by small protein conjugation or removal" 6/327 91/22215 0.002269913086913752 0.025947322996876052 0.021625115639284653 209200/17472/100038882/71890/671535/20821 6
GO:0006401 "RNA catabolic process" 11/327 271/22215 0.002381503882854084 0.027131562692247032 0.02261208914557322 11810/57444/17454/17874/12457/246728/71701/19877/276950/237886/22695 11
GO:0070534 "protein K63-linked ubiquitination" 5/327 64/22215 0.0025124843042351928 0.028528040845747425 0.02377594722684104 671535/319236/20821/20128/209387 5
GO:0035872 "nucleotide-binding domain, leucine rich repeat containing receptor signaling pathway" 3/327 19/22215 0.0025707731166556337 0.029092582436819586 0.024246449605509975 16145/15944/80751 3
GO:0009166 "nucleotide catabolic process" 5/327 65/22215 0.0026896306427126575 0.030147022656282104 0.025125245143814062 74167/18950/56045/22271/22436 5
GO:0043331 "response to dsRNA" 5/327 65/22215 0.0026896306427126575 0.030147022656282104 0.025125245143814062 230073/71586/20846/72512/142980 5
GO:0006753 "nucleoside phosphate metabolic process" 15/327 446/22215 0.002690588472710892 0.030147022656282104 0.025125245143814062 22169/209176/59027/54369/74167/246730/23962/236900/18950/20135/56045/20848/22040/22271/22436 15
GO:0051604 "protein maturation" 12/327 317/22215 0.0027330908561015556 0.030522511369949937 0.025438186361499242 12018/50909/667277/12362/12364/12363/12369/15951/226691/67759/53381/21825 12
GO:0006195 "purine nucleotide catabolic process" 4/327 40/22215 0.0027744381333644993 0.030781756414289135 0.02565424734256544 74167/18950/56045/22436 4
GO:0007431 "salivary gland development" 4/327 40/22215 0.0027744381333644993 0.030781756414289135 0.02565424734256544 14165/14178/18186/21817 4
GO:0043280 "positive regulation of cysteine-type endopeptidase activity involved in apoptotic process" 7/327 127/22215 0.0027846510096195985 0.03079443054611901 0.025664810265240805 12018/12122/12362/12364/20846/22035/22436 7
GO:0006282 "regulation of DNA repair" 7/327 128/22215 0.0029094729851405553 0.03207032722257203 0.026728172877846252 209200/14165/71890/235587/80285/18950/22160 7
GO:0002718 "regulation of cytokine production involved in immune response" 6/327 96/22215 0.0029702817043950427 0.03245024049231703 0.027044801625718373 12010/69550/230073/15216/58185/142980 6
GO:0009159 "deoxyribonucleoside monophosphate catabolic process" 3/327 20/22215 0.0029917305667438087 0.03245024049231703 0.027044801625718373 18950/22271/22436 3
GO:0030194 "positive regulation of blood coagulation" 3/327 20/22215 0.0029917305667438087 0.03245024049231703 0.027044801625718373 224794/15442/21825 3
GO:0044546 "NLRP3 inflammasome complex assembly" 3/327 20/22215 0.0029917305667438087 0.03245024049231703 0.027044801625718373 229898/17874/20128 3
GO:1900048 "positive regulation of hemostasis" 3/327 20/22215 0.0029917305667438087 0.03245024049231703 0.027044801625718373 224794/15442/21825 3
GO:0055086 "nucleobase-containing small molecule metabolic process" 16/327 497/22215 0.003029331960193367 0.03265242458027307 0.027213306649647002 22169/224794/209176/59027/54369/74167/246730/23962/236900/18950/20135/56045/20848/22040/22271/22436 16
GO:0050729 "positive regulation of inflammatory response" 7/327 129/22215 0.0030385363658210845 0.03265242458027307 0.027213306649647002 14824/70110/17082/64685/142980/21937/58203 7
GO:2000781 "positive regulation of double-strand break repair" 4/327 41/22215 0.0030392242024642976 0.03265242458027307 0.027213306649647002 209200/71890/235587/80285 4
GO:0001774 "microglial cell activation" 4/327 42/22215 0.003320752896847825 0.03556453023595699 0.02964032471103089 12362/14824/59027/142980 4
GO:0043433 "negative regulation of DNA-binding transcription factor activity" 8/327 167/22215 0.003397857627447728 0.03627586995341207 0.03023317213697283 108960/50868/71890/434341/671535/20684/20821/22160 8
GO:0003158 "endothelium development" 7/327 133/22215 0.0035990761648116974 0.03828122753325114 0.031904484802535944 15945/14314/15442/17874/19877/21937/22436 7
GO:0046636 "negative regulation of alpha-beta T cell activation" 4/327 43/22215 0.0036195210716269853 0.03828122753325114 0.031904484802535944 60533/15216/16362/12703 4
GO:2000772 "regulation of cellular senescence" 4/327 43/22215 0.0036195210716269853 0.03828122753325114 0.031904484802535944 12010/59027/71701/22160 4
GO:0034249 "negative regulation of cellular amide metabolic process" 9/327 208/22215 0.0038155807646986246 0.04022949284519202 0.03352821541520073 13803/15114/17454/12457/71701/19877/319278/20848/22695 9
GO:0009158 "ribonucleoside monophosphate catabolic process" 3/327 22/22215 0.003954615113867567 0.04143801948018639 0.03453543023416511 18950/22271/22436 3
GO:0140632 "inflammasome complex assembly" 3/327 22/22215 0.003954615113867567 0.04143801948018639 0.03453543023416511 229898/17874/20128 3
GO:0090407 "organophosphate biosynthetic process" 15/327 466/22215 0.004042712673696363 0.04223079854522816 0.03519615114784072 22169/75320/14178/231510/209176/59027/54369/246730/23962/236900/18950/20135/12703/20848/22271 15
GO:0045785 "positive regulation of cell adhesion" 15/327 467/22215 0.004122724828662132 0.04293451163591392 0.035782642361781754 320712/12010/60533/16168/16362/18186/18950/101540/19877/20339/12703/20674/21817/21825/22329 15
GO:0009261 "ribonucleotide catabolic process" 4/327 45/22215 0.004270724935602103 0.04433978946901877 0.0369538343051616 74167/18950/22271/22436 4
GO:0050673 "epithelial cell proliferation" 15/327 470/22215 0.004370559111043492 0.04523795177436785 0.03770238411580521 12010/11799/73230/14165/14178/14313/14824/101540/20674/20846/20848/21825/22160/22436/22695 15
GO:0009151 "purine deoxyribonucleotide metabolic process" 3/327 23/22215 0.004498733841131366 0.046003618646509 0.038340509083579936 18950/56045/22436 3
GO:0030539 "male genitalia development" 3/327 23/22215 0.004498733841131366 0.046003618646509 0.038340509083579936 14165/381157/20674 3
GO:0046426 "negative regulation of receptor signaling pathway via JAK-STAT" 3/327 23/22215 0.004498733841131366 0.046003618646509 0.038340509083579936 16362/547253/12703 3
GO:0050820 "positive regulation of coagulation" 3/327 23/22215 0.004498733841131366 0.046003618646509 0.038340509083579936 224794/15442/21825 3
GO:0034142 "toll-like receptor 4 signaling pathway" 4/327 46/22215 0.004624114773552567 0.04714375272135425 0.03929072391752584 70110/64685/246730/23960 4
GO:0051865 "protein autoubiquitination" 5/327 74/22215 0.004713180563739787 0.04790792818531909 0.03992760591028221 209200/75234/672511/20821/20128 5
